514.8828829,1637.765766
712.0720721,1577.513514
958.5585586,1533.693694
1216,1473.441441
1500.828829,1457.009009
1785.657658,1446.054054
2070.486486,1451.531532
2327.927928,1462.486486
498.4504505,1834.954955
750.4144144,1802.09009
1057.153153,1818.522523
1363.891892,1807.567568
1659.675676,1785.657658
1928.072072,1736.36036
2185.513514,1714.45045
2382.702703,1703.495495
564.1801802,2147.171171
838.0540541,2119.783784
1133.837838,2054.054054
1418.666667,2043.099099
1714.45045,2048.576577
1988.324324,2026.666667
2289.585586,2021.189189
2492.252252,2010.234234
662.7747748,2393.657658
925.6936937,2366.27027
1205.045045,2355.315315
1506.306306,2382.702703
1791.135135,2366.27027
2108.828829,2366.27027
2393.657658,2355.315315
NaN,NaN
788.7567568,2656.576577
1005.497685,2649.498457
1301.60108,2641.300154
1562.982253,2635.513117
1869.695216,2647.087191
2197.145062,2646.604938
NaN,NaN
NaN,NaN
823.6882716,2925.829475
1109.664352,2935.474537
1346.93287,2977.430556
1655.092593,2994.791667
1917.920525,2965.374228
2151.331019,2968.267747
NaN,NaN
NaN,NaN
